confidence,true_label
0.33743775,0.0
0.08025218,0.0
-0.03422917,0.0
0.12578551,0.0
0.037797432,0.0
0.37393302,0.0
0.13300596,0.0
-0.0022791536,0.0
0.11369617,0.0
0.056983646,1.0
0.3373179,0.0
0.09198585,0.0
-0.02265729,0.0
0.12765433,0.0
0.033828005,0.0
0.3549892,0.0
0.13577735,0.0
0.0016458253,1.0
0.09817661,0.0
0.052142292,0.0
0.34077018,0.0
0.08781361,1.0
-0.030802827,0.0
0.12370045,0.0
0.034550723,0.0
0.36806008,0.0
0.12832858,0.0
-0.0005867162,0.0
0.10301761,0.0
0.06874868,0.0
0.30788267,0.0
0.07408914,0.0
-0.021302046,0.0
0.13295074,0.0
0.023258884,0.0
0.39275306,1.0
0.15514913,0.0
0.0061313603,0.0
0.09625073,0.0
0.08704479,0.0
0.24739946,0.0
0.09262913,0.0
-0.032071095,0.0
0.12398588,0.0
0.025419168,0.0
0.37792358,0.0
0.13140209,0.0
0.0036968165,0.0
0.09686934,0.0
0.045884326,1.0
0.32703143,0.0
0.08150917,0.0
-0.023772862,1.0
0.12526493,0.0
0.03529636,0.0
0.41395774,0.0
0.13528286,0.0
-0.005604393,0.0
0.11018869,0.0
0.05344808,0.0
0.28207508,0.0
0.07330573,0.0
-0.017889626,0.0
0.1267664,0.0
0.029043326,1.0
0.42970926,0.0
0.14755058,0.0
0.0032752913,0.0
0.10353888,0.0
0.0613976,0.0
0.2323941,0.0
0.07153043,0.0
-0.015488926,0.0
0.12202756,0.0
0.039866496,0.0
0.39088756,0.0
0.14766675,0.0
0.009706349,0.0
0.09450476,0.0
0.09379463,1.0
0.25934407,0.0
0.090947635,0.0
-0.02033244,0.0
0.13439023,0.0
0.038129672,0.0
0.36512664,0.0
0.12703806,0.0
0.009793673,1.0
0.10582904,0.0
0.061542187,0.0
0.28684148,0.0
0.08881653,0.0
-0.025785107,0.0
0.13517992,0.0
0.0398018,0.0
0.36969507,1.0
0.13058184,0.0
0.0044324906,0.0
0.11100643,0.0
0.066758595,0.0
0.2863454,0.0
0.079914555,0.0
-0.025900507,0.0
0.13492446,0.0
0.03666936,0.0
0.40243638,0.0
0.14974912,0.0
0.009338716,0.0
0.09396788,0.0
0.06282254,0.0
0.26002395,1.0
0.079132795,0.0
-0.016924255,0.0
0.11576646,0.0
0.042067602,0.0
0.3675654,0.0
0.1328162,0.0
0.008081223,1.0
0.10666527,0.0
0.052391954,0.0
0.31204766,0.0
0.078529336,0.0
-0.038303457,0.0
0.110879384,0.0
0.031148082,0.0
0.3873435,0.0
0.12966232,0.0
0.015567446,1.0
0.0747923,0.0
0.07879278,0.0
0.29659307,0.0
0.08404062,0.0
-0.026357245,0.0
0.11560192,0.0
0.031623445,0.0
0.35072982,0.0
0.11959632,0.0
0.019753149,0.0
0.09501076,1.0
0.10311811,0.0
0.2884474,0.0
0.08351666,0.0
-0.027437178,1.0
0.11167163,0.0
0.04339714,0.0
0.31212825,0.0
0.13631374,0.0
-0.003775911,0.0
0.084829636,0.0
0.08726194,0.0
0.36921844,0.0
0.08948292,0.0
-0.033384982,0.0
0.1320085,0.0
0.04029768,0.0
0.38325223,1.0
0.12543939,0.0
-0.001338838,0.0
0.11847147,0.0
0.03830733,0.0
0.32514846,0.0
0.08798616,0.0
-0.02046228,0.0
0.122880906,0.0
0.04595127,0.0
0.3870192,0.0
0.14786226,0.0
0.011761969,1.0
0.11425948,0.0
0.034987196,0.0
0.29583308,0.0
0.07843537,0.0
-0.016998595,0.0
0.12881833,0.0
0.038462523,0.0
0.38848758,1.0
0.14884835,0.0
0.023582606,0.0
0.093156464,0.0
0.0792826,0.0
0.2295319,0.0
0.07399798,0.0
-0.017886624,0.0
0.12559277,0.0
0.04025259,0.0
0.38668725,0.0
0.13643931,1.0
0.010989857,0.0
0.10522825,0.0
0.04996775,0.0
0.26351967,0.0
0.0726327,0.0
-0.025190897,0.0
0.12604259,0.0
0.02982003,0.0
0.42619333,0.0
0.13373752,0.0
0.012932161,0.0
0.10874472,0.0
0.07722185,1.0
0.24555308,0.0
0.08499551,0.0
-0.03956895,0.0
0.11988968,0.0
0.039412115,0.0
0.3595208,0.0
0.12990068,0.0
0.01128721,0.0
0.10539196,0.0
0.06845794,1.0
0.32057342,0.0
0.079470254,0.0
-0.02359954,0.0
0.12058157,1.0
0.028355094,0.0
0.41668963,0.0
0.12446176,0.0
0.009015685,0.0
0.10706836,0.0
0.069956034,0.0
0.24494517,0.0
0.091233596,0.0
-0.032182746,0.0
0.13676716,0.0
0.032204233,1.0
0.40403044,0.0
0.12802814,0.0
0.008783518,0.0
0.11429054,0.0
0.062011942,0.0
0.24612908,0.0
0.07079956,0.0
-0.008681264,0.0
0.13209236,0.0
0.031121464,1.0
0.40585998,0.0
0.13941006,0.0
0.005562539,0.0
0.09870821,0.0
0.06709851,0.0
0.25509757,0.0
0.087217,0.0
-0.020898407,0.0
0.13218096,0.0
0.035675526,0.0
0.4190583,0.0
0.14143676,0.0
0.002369352,0.0
0.115604736,0.0
0.047732476,0.0
0.26631427,1.0
0.09570553,0.0
-0.033546995,1.0
0.12926401,0.0
0.03127388,0.0
0.348276,0.0
0.1298639,0.0
0.013784282,0.0
0.09247384,0.0
0.03600968,0.0
0.33179048,0.0
0.08848457,0.0
-0.0116457045,0.0
0.13649213,0.0
0.033575192,1.0
0.40036568,0.0
0.13685204,0.0
0.00047000946,0.0
0.11240707,0.0
0.079904296,0.0
0.25756243,0.0
0.07922942,0.0
-0.019724688,0.0
0.11723167,0.0
0.037393242,0.0
0.358758,1.0
0.13554339,0.0
0.0018550173,0.0
0.099301845,0.0
0.067453824,0.0
0.31709436,0.0
0.08741879,0.0
-0.035064697,0.0
0.120787546,0.0
0.03383429,0.0
0.37400705,0.0
0.12928228,0.0
0.0092557315,0.0
0.10929573,1.0
0.07245252,0.0
0.28859058,0.0
0.07666275,0.0
-0.024174025,0.0
0.11560733,1.0
0.0344754,0.0
0.38710707,0.0
0.13564174,0.0
0.0049460023,0.0
0.09875404,0.0
0.07349144,0.0
0.27081135,0.0
0.07309969,0.0
-0.019134767,0.0
0.12819031,0.0
0.036349487,1.0
0.37643805,0.0
0.14153738,0.0
0.016957946,0.0
0.09714787,0.0
0.068230435,0.0
0.27587512,0.0
0.066051714,1.0
-0.01620937,0.0
0.12289362,0.0
0.038602747,0.0
0.3969609,0.0
0.14126705,0.0
0.023608174,0.0
0.09466904,0.0
0.10477558,0.0
0.23148495,0.0
0.06852499,1.0
-0.029562216,0.0
0.10744372,0.0
0.03210614,0.0
0.3488095,0.0
0.13203228,0.0
0.028177885,0.0
0.09238185,0.0
0.08959474,0.0
0.2989666,0.0
0.07991559,0.0
-0.029753175,0.0
0.11659763,1.0
0.03811628,0.0
0.3513689,0.0
0.124652736,0.0
0.0046904334,0.0
0.09064272,0.0
0.09212158,0.0
0.3036784,0.0
0.07102814,0.0
-0.015737867,0.0
0.11720331,0.0
0.040701408,1.0
0.40663853,0.0
0.14669965,0.0
0.0028229821,0.0
0.11035306,0.0
0.054068457,0.0
0.25800532,0.0
0.08038677,0.0
-0.028347444,0.0
0.113669895,0.0
0.03524154,0.0
0.36342147,1.0
0.13433161,0.0
0.009935379,0.0
0.10967315,0.0
0.057050806,0.0
0.31711385,0.0
0.07930208,0.0
-0.027736073,0.0
0.1196459,0.0
0.034410406,0.0
0.36216223,0.0
0.12364385,0.0
-0.0011623609,1.0
0.11956621,0.0
0.061377,0.0
0.3078803,0.0
0.073776044,1.0
-0.027040603,0.0
0.11243675,0.0
0.042927824,0.0
0.30659324,0.0
0.12179285,0.0
0.020982383,0.0
0.091636285,0.0
0.082579724,0.0
0.32110196,0.0
0.08070359,0.0
-0.01941142,0.0
0.1260233,0.0
0.043883953,1.0
0.38689572,0.0
0.14170705,0.0
0.009137896,0.0
0.10558391,0.0
0.0737455,0.0
0.25905818,0.0
0.08691699,0.0
-0.025792427,0.0
0.13047959,0.0
0.04084682,0.0
0.37051925,0.0
0.14762306,0.0
0.019020433,0.0
0.10412983,0.0
0.04884144,1.0
0.2938542,0.0
0.09005037,0.0
-0.02540556,0.0
0.11861969,0.0
0.03753413,1.0
0.3691657,0.0
0.13580385,0.0
0.0112295365,0.0
0.10055269,0.0
0.05301402,0.0
0.30134314,0.0
0.0869998,0.0
-0.018218815,0.0
0.13362162,0.0
0.035969924,0.0
0.42331576,0.0
0.13542795,1.0
0.0038187432,0.0
0.10288706,0.0
0.061781045,0.0
0.22240038,0.0
0.07801567,0.0
-0.021047143,0.0
0.1320691,0.0
0.036538105,0.0
0.4042557,0.0
0.15297827,0.0
0.008449476,0.0
0.102295645,0.0
0.05494876,0.0
0.25156733,1.0
0.08175232,0.0
-0.021351306,0.0
0.13117193,0.0
0.034594275,1.0
0.419053,0.0
0.14567561,0.0
-0.002919248,0.0
0.10670534,0.0
0.033396855,0.0
0.28783843,0.0
0.08650319,0.0
-0.032218028,0.0
0.119708754,0.0
0.032064773,1.0
0.36343968,0.0
0.12676603,0.0
-0.004268683,0.0
0.10842365,0.0
0.06246711,0.0
0.3256645,0.0
0.08078323,0.0
-0.02547048,0.0
0.12096841,0.0
0.030381823,0.0
0.36793068,1.0
0.1267437,0.0
0.0059620696,0.0
0.08864058,0.0
0.0908436,0.0
0.27096164,0.0
0.09306832,0.0
-0.027291484,0.0
0.12200986,0.0
0.040441755,0.0
0.35572022,1.0
0.12928633,0.0
0.00018069595,0.0
0.11182274,0.0
0.058110334,0.0
0.29516867,0.0
0.07103017,0.0
-0.02772873,0.0
0.12230842,0.0
0.04313598,0.0
0.37719876,1.0
0.14372633,0.0
0.0005594322,0.0
0.10558517,0.0
0.07776588,0.0
0.25826463,0.0
0.07156976,0.0
-0.018180402,0.0
0.11615746,0.0
0.037725028,0.0
0.36844766,0.0
0.13389233,0.0
0.017476413,0.0
0.10272007,0.0
0.083310805,0.0
0.2655305,1.0
0.08536182,0.0
-0.028159015,0.0
0.12617691,0.0
0.03469069,0.0
0.38220567,0.0
0.13791372,0.0
0.0037268782,0.0
0.10808358,0.0
0.05646412,0.0
0.2854975,1.0
0.07543311,1.0
-0.0200406,0.0
0.12422329,0.0
0.036679816,0.0
0.40508592,0.0
0.1285581,0.0
0.028441388,0.0
0.09950552,0.0
0.08268042,0.0
0.22762872,0.0
0.08280157,0.0
-0.011635845,1.0
0.1224263,0.0
0.036762036,0.0
0.4075148,0.0
0.14029388,0.0
0.013707426,0.0
0.107353546,0.0
0.05688798,0.0
0.24891014,0.0
0.072344035,0.0
-0.010987084,0.0
0.12739271,0.0
0.031958625,1.0
0.37939417,0.0
0.15232189,0.0
0.012317961,0.0
0.10430756,0.0
0.073773935,0.0
0.2562177,0.0
0.09051946,0.0
-0.02399395,0.0
0.11400251,0.0
0.030327357,0.0
0.37256154,0.0
0.13177541,0.0
0.023905134,0.0
0.08300171,0.0
0.07194124,0.0
0.2955907,1.0
0.082310714,0.0
-0.020399429,0.0
0.12673773,0.0
0.028857088,0.0
0.359254,0.0
0.13428523,0.0
0.00861698,1.0
0.12696218,0.0
0.054663163,0.0
0.29257497,0.0
0.07569166,0.0
-0.02067634,0.0
0.1308535,0.0
0.040952865,0.0
0.36275977,0.0
0.15762256,0.0
0.021035066,1.0
0.082679965,0.0
0.06850914,0.0
0.282678,0.0
0.07073476,0.0
-0.023168588,0.0
0.11424127,0.0
0.044294596,0.0
0.38295627,0.0
0.13726781,0.0
0.0037419358,1.0
0.09589406,0.0
0.09045332,0.0
0.27304912,0.0
0.07519314,0.0
-0.02330882,0.0
0.12888446,0.0
0.03498207,0.0
0.39539307,1.0
0.13354535,0.0
0.0058214786,0.0
0.1091155,0.0
0.076629594,0.0
0.25874212,0.0
0.09122679,0.0
-0.0252636,0.0
0.13268763,0.0
0.04210744,0.0
0.3658683,0.0
0.12431557,0.0
-0.01840885,0.0
0.109985754,1.0
0.06598193,0.0
0.2945782,0.0
0.0871207,0.0
-0.030994656,0.0
0.115948334,0.0
0.039960366,0.0
0.3498838,1.0
0.13279991,0.0
0.015904944,0.0
0.088191204,0.0
0.06698929,0.0
0.32837853,0.0
0.08329448,0.0
-0.021791834,0.0
0.12487637,0.0
0.029981997,0.0
0.42954215,0.0
0.14352106,0.0
0.028068988,0.0
0.08154725,1.0
0.057851106,0.0
0.23666221,0.0
0.0798757,0.0
-0.02735461,0.0
0.115766525,0.0
0.043450642,0.0
0.3449402,0.0
0.12503928,0.0
0.027701344,0.0
0.0924938,1.0
0.069762915,0.0
0.30391762,0.0
0.08174218,0.0
-0.022726359,0.0
0.120603845,1.0
0.041223753,0.0
0.3655222,0.0
0.13363476,0.0
0.013987691,0.0
0.10592018,0.0
0.065196745,0.0
0.298475,0.0
0.087947845,0.0
-0.03168706,1.0
0.13444684,0.0
0.023450986,0.0
0.39551684,0.0
0.14484967,0.0
-0.005960682,0.0
0.11845816,0.0
0.048108768,0.0
0.2933706,0.0
0.07517742,0.0
-0.009030733,0.0
0.123290084,0.0
0.029670574,0.0
0.41586807,0.0
0.14063802,0.0
0.038424205,0.0
0.08586809,0.0
0.07638954,1.0
0.21343742,0.0
0.07341655,0.0
-0.012024608,0.0
0.1235929,0.0
0.031614374,0.0
0.37709963,0.0
0.13462944,0.0
0.022877036,0.0
0.08466875,0.0
0.11250529,1.0
0.24602409,0.0
0.08367603,0.0
-0.015602171,0.0
0.12598899,0.0
0.038855575,0.0
0.37269324,0.0
0.13784973,0.0
0.0058687376,0.0
0.10329905,0.0
0.083166964,0.0
0.2788661,1.0
0.078694865,0.0
-0.024914246,0.0
0.1134294,0.0
0.043613836,0.0
0.3621627,0.0
0.1312353,0.0
0.013502574,1.0
0.10616434,0.0
0.072842814,0.0
0.2827552,0.0
0.0841226,1.0
-0.022916146,0.0
0.10957633,0.0
0.032005664,0.0
0.3993754,0.0
0.13088316,0.0
0.00393316,0.0
0.114896946,0.0
0.088967666,0.0
0.26432467,0.0
0.07541841,0.0
-0.024285864,0.0
0.12447511,1.0
0.03783475,0.0
0.35807288,0.0
0.13675573,0.0
0.007742022,0.0
0.10929885,0.0
0.06281334,0.0
0.29510203,0.0
0.07584251,0.0
-0.008857981,0.0
0.11818283,0.0
0.02853791,0.0
0.43091834,0.0
0.13755755,0.0
0.0073111914,0.0
0.08844505,0.0
0.07399316,1.0
0.23922887,0.0
0.07887787,0.0
-0.030754907,0.0
0.11973741,0.0
0.04501404,0.0
0.31186202,0.0
0.13435775,0.0
0.008327379,0.0
0.07908903,1.0
0.07544845,0.0
0.35957175,0.0
0.0748458,0.0
-0.015018981,0.0
0.12781897,0.0
0.037235823,0.0
0.40560758,0.0
0.13464497,0.0
0.008863827,1.0
0.08739281,0.0
0.070882075,0.0
0.26465634,0.0
0.07559495,0.0
-0.025597239,0.0
0.12496007,0.0
0.039931454,0.0
0.36750224,0.0
0.12822416,0.0
0.017058238,0.0
0.09525217,0.0
0.065712646,0.0
0.29474732,1.0
0.08708806,0.0
-0.025088115,0.0
0.12253187,0.0
0.02677102,0.0
0.39323547,0.0
0.12772994,0.0
0.007448758,0.0
0.1060008,0.0
0.070697956,0.0
0.28028515,1.0
0.07547811,0.0
-0.02625982,0.0
0.12655795,0.0
0.02683934,0.0
0.38853538,0.0
0.13548481,0.0
0.012351364,1.0
0.10856533,0.0
0.06073184,0.0
0.27149677,0.0
0.07700679,0.0
-0.029064693,1.0
0.12528862,0.0
0.03916096,0.0
0.3550036,0.0
0.1456641,0.0
0.020279372,0.0
0.089293815,0.0
0.09106476,0.0
0.2719575,0.0
0.09373116,0.0
-0.023706825,0.0
0.13168646,0.0
0.035338096,0.0
0.37698212,0.0
0.13542238,0.0
0.0021700303,1.0
0.105094954,0.0
0.037788108,0.0
0.3078344,0.0
0.07075197,0.0
-0.02427777,0.0
0.12236029,0.0
0.036481958,1.0
0.4026819,0.0
0.13196464,0.0
0.02126176,0.0
0.098428875,0.0
0.065711334,0.0
0.23313011,0.0
0.07893858,0.0
-0.023875227,0.0
0.11498369,1.0
0.043707047,0.0
0.37153843,0.0
0.1330545,0.0
0.013081925,0.0
0.09765366,0.0
0.07430872,0.0
0.28012142,0.0
